ip,anonymityLevel,asn,country,isp,latency,org,port,protocols,responseTime,speed,updated_at,upTime,upTimeSuccessCount,upTimeTryCount
"185.238.228.240","elite","AS209242","ES","Cloudflare London, LLC","1","Cloudflare","80","socks4","2809","1","2022-09-29T15:58:58.189Z","100","104","104"
"159.203.91.6","elite","AS14061","US","DigitalOcean, LLC","85","Digital Ocean","3128","socks4","5098","1","2022-09-29T15:58:58.188Z","100","107","107"
"184.174.75.86","elite","AS21769","GB","Colocation America Corporation","152","North Coast Hosting","51724","socks5","5086","1","2022-09-29T15:58:58.190Z","100","73","73"
"101.71.154.251","elite","AS4837","CN","China Unicom Zhejiang Province Network","220","N/A","1080","socks5","4949","1","2022-09-29T15:58:50.743Z","100","62","62"
"177.46.198.115","elite","AS28166","BR","Telecom South America S/A","225","Telecom South America S/A","8080","socks5","4565","1","2022-09-29T15:58:50.742Z","92","60","65"
"79.143.191.128","elite","AS51167","DE","Contabo GmbH","16","Contabo GmbH","21631","socks5","3978","1","2022-09-29T15:58:50.744Z","100","51","51"
"45.224.164.128","elite","AS267662","BR","Porto NET Eireli - EPP","217","Porto NET Eireli - EPP","5678","socks4","5022","2","2022-09-29T15:58:50.745Z","93","100","107"
"183.89.117.134","elite","AS45629","TH","Triple T Broadband Public Company Limited","154","Triple T Broadband Public Company Limited","4145","socks4","4967","2","2022-09-29T15:58:50.746Z","100","102","102"
"195.123.237.100","elite","AS204957","SG","Green Floid LLC","173","Layer6 Networks","3128","socks4","4644","1","2022-09-29T15:58:46.988Z","99","106","107"
"121.226.212.32","elite","AS4134","CN","Chinanet","270","Chinanet JS","1080","socks4","5009","1","2022-09-29T15:58:46.991Z","44","31","70"
"170.246.85.9","elite","AS265657","EC","Servicable Cia. Ltda.","161","Servicable Cia. Ltda","37163","socks4","1499","1","2022-09-29T15:58:43.243Z","100","7","7"
"177.105.68.131","elite","AS262637","BR","Netprimus Tecnologia Ltda","226","Netprimus Tecnologia Ltda","4153","socks4","5061","1","2022-09-29T15:58:43.236Z","99","104","105"
"104.145.235.200","elite","AS64245","US","DigitalFyre Internet Solutions, LLC.","73","DigitalFyre Internet Solutions, LLC.","3128","socks4","4450","1","2022-09-29T15:58:43.244Z","99","86","87"
"147.47.224.168","elite","AS9488","KR","SNU","215","N/A","1080","socks4","4578","1","2022-09-29T15:58:43.238Z","97","93","96"
"154.113.161.1","elite","AS37282","NG","Mainone Cable Company","136","Mainone Cable Company","5678","socks4","4333","1","2022-09-29T15:58:43.237Z","100","95","95"
"37.186.242.183","elite","AS12874","IT","Fastweb Networks","37","N/A","8080","socks4","5074","1","2022-09-29T15:58:39.474Z","99","106","107"
"103.53.228.207","elite","AS131427","VN","AOHOAVIET","178","AO HOA Viet Co., ltd","9050","socks5","4779","1","2022-09-29T15:58:39.475Z","100","103","103"
"1.4.198.152","elite","AS23969","TH","TOT Public Company Limited","164","TOT Public Company Limited","4145","socks4","4959","1","2022-09-29T15:58:35.687Z","88","67","76"
"181.215.47.60","elite","AS397423","US","Tier.Net Technologies LLC","111","Ipxo","3389","socks4","4457","1","2022-09-29T15:58:31.812Z","98","53","54"
"172.105.174.243","elite","AS63949","AU","Linode, LLC","267","Linode","3128","socks5","4291","1","2022-09-29T15:58:28.086Z","36","38","107"
"192.46.233.158","elite","AS63949","DE","Linode, LLC","10","Linode, LLC","61968","socks5","4748","1","2022-09-29T15:58:28.085Z","100","60","60"
"193.228.161.10","elite","AS43201","RU","Telematika LLC","59","Telematika LLC","4153","socks4","5220","1","2022-09-29T15:58:24.380Z","95","62","65"
"45.7.177.177","elite","AS266626","BR","Litoral Telecom","212","Litoral Telecom","39867","socks4","4646","1","2022-09-29T15:58:24.379Z","95","102","107"
"60.48.191.51","elite","AS4788","MY","Tmnet, Telekom Malaysia Bhd.","158","Adsl Streamyx","8080","socks5","4882","1","2022-09-29T15:58:20.639Z","71","47","66"
"31.128.248.1","elite","AS208139","UA","ISP Avator","42","\"Merlin-Telekom\" LLC","1080","socks5","5086","1","2022-09-29T15:58:20.642Z","99","95","96"
"75.119.205.179","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","23456","socks4","1947","1","2022-09-29T15:58:12.847Z","100","27","27"
"176.62.188.158","elite","AS42291","RU","OOO Istranet","50","OOO Istranet","3629","socks4","5019","1","2022-09-29T15:58:09.180Z","100","107","107"
"217.66.223.73","elite","AS24631","IR","Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS","152","Fanaptelecom Network","5678","socks4","4964","1","2022-09-29T15:58:09.179Z","96","92","96"
"177.184.67.65","elite","AS52898","BR","Multipla Serviços Inteligentes","255","Multipla Serviços Inteligentes","4145","socks4","5111","1","2022-09-29T15:58:05.415Z","100","93","93"
"177.125.205.38","elite","AS262346","BR","FP Telecomunicacoes Ltda","190","FP Telecomunicacoes Ltda","4145","socks4","4221","1","2022-09-29T15:58:05.416Z","82","75","91"
"202.6.233.59","elite","AS23756","ID","PT Padi Internet","188","N/A","7878","socks4","4458","1","2022-09-29T15:58:01.610Z","98","88","90"
"220.175.145.253","elite","AS4134","CN","Chinanet","266","Chinanet JX","9999","socks4","4889","3","2022-09-29T15:57:57.961Z","91","63","69"
"192.46.229.111","elite","AS63949","SG","Linode, LLC","149","Linode, LLC","8080","socks5","4586","2","2022-09-29T15:57:57.960Z","100","75","75"
"123.235.134.21","elite","AS4837","CN","CNC Group CHINA169 Shandong Province Network","174","N/A","44844","socks4","4728","1","2022-09-29T15:57:54.116Z","98","84","86"
"1.4.198.132","elite","AS23969","TH","TOT Public Company Limited","159","TOT Public Company Limited","4153","socks4","4925","1","2022-09-29T15:57:54.115Z","34","36","107"
"186.47.23.6","elite","AS28006","EC","Corporacion Nacional De Telecomunicaciones - CNT EP","176","Corporacion Nacional De Telecomunicaciones - CNT EP","5678","socks4","4322","1","2022-09-29T15:57:50.279Z","98","105","107"
"103.101.231.125","elite","AS17451","ID","Biznet Networks","243","PT Biznet Multi Media","5678","socks4","4937","1","2022-09-29T15:57:50.276Z","99","75","76"
"109.69.0.247","elite","AS21183","AL","Vodafone Network","39","ABCOM Shpk","8741","socks4","3323","1","2022-09-29T15:57:46.533Z","100","107","107"
"103.212.239.45","anonymous","AS138889","ID","PT Bintang Komunikasi Utama","173","N/A","3125","http","5013","704","2022-09-29T15:57:46.534Z","100","74","74"
"45.114.118.231","elite","AS134451","ID","CLDREU","260","N/A","203","socks4","5069","1","2022-09-29T15:57:46.533Z","97","61","63"
"149.28.171.99","elite","AS20473","AU","The Constant Company","256","Vultr Holdings, LLC","8080","socks4","4993","1","2022-09-29T15:57:42.856Z","100","89","89"
"192.3.54.198","elite","AS36352","US","ColoCrossing","95","RackNerd LLC","3128","socks4","4824","1","2022-09-29T15:57:42.850Z","100","90","90"
"128.14.226.130","elite","AS135377","TW","Zenlayer Inc","229","UCLOUD","60080","socks4","4521","1","2022-09-29T15:57:39.111Z","100","64","64"
"149.202.23.207","elite","AS16276","ES","OVH SAS","5","Hekmatyar Koko","16379","socks5","2363","1","2022-09-29T15:57:39.123Z","100","107","107"
"191.52.213.101","anonymous","AS270037","PE","Comwifi Telecomunicaciones E.I.R.L","169","Comwifi Telecomunicaciones E.I.R.L","999","http","4929","7702","2022-09-29T15:57:39.110Z","100","62","62"
"178.205.101.67","anonymous","AS28840","RU","Tattelecom","72","N/A","3129","https","5182","142","2022-09-29T15:57:39.112Z","100","97","97"
"119.18.152.30","elite","AS55685","ID","PT. Jala Lintas Media","161","N/A","8080","socks4","5094","1","2022-09-29T15:57:35.430Z","100","94","94"
"91.222.113.175","elite","AS50401","UA","LLC LANTRACE","41","Lantrace LLC","5678","socks4","4654","1","2022-09-29T15:57:35.433Z","94","101","108"
"178.128.21.134","elite","AS14061","SG","DigitalOcean, LLC","163","Digitalocean","7497","socks5","4678","1","2022-09-29T15:57:35.408Z","100","75","75"
"138.219.223.166","elite","AS263963","BR","Goldweb Barretos serviços de Telecomunicações Ltda","213","Goldweb Barretos serviços de Telecomunicações Ltda","5678","socks4","4962","1","2022-09-29T15:57:27.402Z","100","101","101"
"203.176.141.166","elite","AS38235","KH","MekongNet","179","N/A","4145","socks4","4840","1","2022-09-29T15:57:27.402Z","100","69","69"
"138.36.150.27","elite","AS263729","AR","Pedraza Luis Eduardo","238","Pedraza Luis Eduardo","1080","socks4","5057","1","2022-09-29T15:57:23.636Z","100","33","33"
"104.18.166.99","elite","AS13335","CA","Cloudflare, Inc.","2","Cloudflare, Inc.","80","socks4","3148","2","2022-09-29T15:57:23.634Z","98","45","46"
"181.29.4.19","elite","AS7303","AR","Telecom Argentina S.A","234","Fibertel","5678","socks4","5131","1","2022-09-29T15:57:23.638Z","100","75","75"
"1.10.133.155","elite","AS23969","TH","TOT Public Company Limited","157","Shared Dynamic IP Address for Residential Broadband Services","4145","socks4","4782","1","2022-09-29T15:57:20.001Z","100","97","97"
"37.152.171.47","elite","AS198569","IR","Rahanet Zanjan Co. (Private Joint-Stock)","106","Rahanet Zanjan Co.","4153","socks4","5063","1","2022-09-29T15:57:19.996Z","69","36","52"
"49.49.91.24","elite","AS45629","TH","Triple T Broadband Public Company Limited","166","Triple T Broadband Public Company Limited","5678","socks4","5111","1","2022-09-29T15:57:19.999Z","100","81","81"
"68.183.183.51","elite","AS14061","SG","DigitalOcean, LLC","155","DigitalOcean, LLC","7777","socks4","5013","1","2022-09-29T15:57:12.443Z","100","27","27"
"31.42.57.129","elite","AS205318","UA","Limited Liability Company AVATOR ISP","46","\"Merlin-Telekom\" LLC","3699","socks4","4275","1","2022-09-29T15:57:12.441Z","100","103","103"
"119.63.135.206","elite","AS38193","PK","TRANSWORLD ASSOCIATES (PVT) LIMITED","169","TW Obj","5678","socks4","2663","3","2022-09-29T15:57:12.443Z","72","76","105"
"49.75.66.137","elite","AS4134","CN","Chinanet","258","Chinanet JS","7890","socks5","2372","1","2022-09-29T15:57:08.736Z","100","45","45"
"104.21.102.95","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","4946","1","2022-09-29T15:57:04.949Z","100","92","92"
"103.205.179.105","elite","AS38713","PK","Satcomm","141","M.C.R Private Limited","5678","socks4","4093","1","2022-09-29T15:57:04.948Z","98","47","48"
"103.126.87.25","elite","AS138109","ID","BINTANGPERKASAORION","181","N/A","1080","socks4","4878","1","2022-09-29T15:57:01.194Z","98","106","108"
"132.226.229.103","elite","AS31898","KR","Oracle Corporation","219","Oracle Cloud Infrastructure (ap-seoul-1)","39553","socks4","4822","1","2022-09-29T15:57:00.884Z","78","67","86"
"190.109.72.245","elite","AS264231","BR","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","205","RG.COM - INFORMATICA & COMUNICACAO LTDA - ME","33633","socks4","4963","1","2022-09-29T15:57:00.885Z","96","78","81"
"104.21.31.189","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","4999","1","2022-09-29T15:56:56.846Z","100","61","61"
"181.225.65.123","elite","AS27951","CO","Media Commerce Partners S.A","169","Silcom Telecomunicaciones","5678","socks4","2994","1","2022-09-29T15:56:56.846Z","100","90","90"
"177.105.68.33","elite","AS262637","BR","Netprimus Tecnologia Ltda","226","Netprimus Tecnologia Ltda","4153","socks4","4462","1","2022-09-29T15:56:56.843Z","100","107","107"
"5.188.34.48","elite","AS202422","SG","G-Core Labs S.A.","187","GCL","1080","socks4","4806","1","2022-09-29T15:56:53.031Z","94","84","89"
"190.96.97.170","elite","AS262223","EC","Necusoft Cia. Ltda.","166","N/A","5678","socks4","4821","1","2022-09-29T15:56:53.035Z","100","86","86"
"110.139.125.237","elite","AS7713","ID","PT. TELKOM INDONESIA","214","N/A","4145","socks4","5347","1","2022-09-29T15:56:49.432Z","98","50","51"
"162.19.7.46","elite","AS16276","FR","OVH SAS","5","OVH","38083","socks4","5021","1","2022-09-29T15:56:45.762Z","100","50","50"
"85.92.183.37","elite","AS199335","GB","Talk Straight Ltd.","9","N/A","4145","socks4","5078","1","2022-09-29T15:56:45.769Z","100","107","107"
"46.174.235.84","elite","AS15874","PL","Interkam Szczepanik Spolka Komandytowa","44","Interkam Szczepanik Spolka Komandytowa","5678","socks4","4967","1","2022-09-29T15:56:41.994Z","99","107","108"
"101.51.104.215","elite","AS23969","TH","TOT Public Company Limited","152","TOT Public Company Limited","4145","socks4","4761","1","2022-09-29T15:56:41.991Z","93","71","76"
"70.60.230.33","elite","AS11426","US","Spectrum","102","Fastlink Communications Inc","32940","socks4","5080","1","2022-09-29T15:56:38.222Z","100","107","107"
"185.66.59.4","elite","AS200509","ES","Solucions Valencianes i Noves Tecnologies SL","32","Svint","42647","socks4","4831","1","2022-09-29T15:56:38.223Z","100","90","90"
"197.234.13.19","elite","AS36902","SC","Intelvision","188","Intelvision Ltd","4145","socks4","5107","1","2022-09-29T15:56:38.219Z","100","107","107"
"114.242.116.54","elite","AS4808","CN","China Unicom Beijing Province Network","276","N/A","4145","socks4","1376","1","2022-09-29T15:56:30.816Z","99","88","89"
"66.29.128.243","elite","AS22612","US","Namecheap, Inc.","134","Namecheap, Inc.","57074","socks4","4941","1","2022-09-29T15:56:27.123Z","100","59","59"
"195.225.142.169","anonymous","AS31102","RO","TV Adler-Trading SRL","45","TV Adler-Trading SRL","8080","http","4694","1296","2022-09-29T15:56:27.126Z","100","107","107"
"217.12.218.127","elite","AS21100","NL","VDS/VPS SERVERIUS NL","11","N/A","30243","socks4","4746","1","2022-09-29T15:56:27.134Z","100","73","73"
"75.119.205.50","elite","AS26347","US","New Dream Network, LLC","150","New Dream Network, LLC","51833","socks5","2408","1","2022-09-29T15:56:27.124Z","100","66","66"
"175.178.106.77","elite","AS45090","CN","Shenzhen Tencent Computer Systems Company Limited","263","Golden-Bridge Netcom communication Co., LTD.","21093","socks4","5120","1","2022-09-29T15:56:19.832Z","96","103","107"
"105.213.171.237","elite","AS16637","ZA","MTN SA","184","MTN SA","5678","socks4","4788","1","2022-09-29T15:56:19.833Z","93","84","90"
"199.188.93.163","elite","AS64200","US","Vivid-hosting LLC","142","Vivid-hosting LLC","9000","socks5","3454","1","2022-09-29T15:56:19.834Z","100","76","76"
"43.129.210.41","elite","AS132203","HK","Shenzhen Tencent Computer Systems Company Limited","240","Tencent Cloud Computing","10809","socks5","4773","1","2022-09-29T15:56:16.096Z","100","88","88"
"140.250.148.19","elite","AS4134","CN","Chinanet","257","Chinanet SD","1080","socks4","4778","1","2022-09-29T15:56:12.022Z","75","46","61"
"202.53.172.76","elite","AS23923","BD","Agni Systems Ltd.","287","Agni 12","5678","socks4","780","1","2022-09-29T15:56:12.026Z","99","106","107"
"128.199.222.43","anonymous","AS14061","SG","DigitalOcean, LLC","156","Digital Ocean","3128","http","4454","1561","2022-09-29T15:56:08.391Z","98","89","91"
"89.250.144.79","elite","AS41682","RU","JSC \"ER-Telecom Holding\"","69","JSC \"ER-Telecom Holding\" Tyumen' branch","4145","socks4","3919","1","2022-09-29T15:56:08.388Z","100","72","72"
"104.18.81.76","elite","AS13335","CA","American Registry Internet Numbers","2","American Registry Internet Numbers","80","socks4","5163","1","2022-09-29T15:56:04.669Z","100","90","90"
"222.129.33.169","elite","AS4808","CN","China Unicom Beijing Province Network","249","N/A","57114","socks4","3730","1","2022-09-29T15:56:04.673Z","85","89","105"
"43.153.168.234","elite","AS132203","JP","Shenzhen Tencent Computer Systems Company Limited","224","Tencent Cloud Computing (Beijing) Co., Ltd","443","socks5","4894","1","2022-09-29T15:56:00.872Z","50","30","60"
"192.169.249.16","elite","AS26496","US","GoDaddy.com, LLC","133","GoDaddy.com, LLC","8362","socks4","5172","2","2022-09-29T15:56:00.869Z","100","88","88"
"176.119.227.65","elite","AS59583","KZ","Network Kazakhstan LLC","113","Kaznetcom","5678","socks4","685","1","2022-09-29T15:55:57.071Z","97","104","107"
"177.66.195.114","elite","AS262503","BR","Wiki Telecomunicacoes Eireli","202","Maranhão Telecom ltda ME","4145","socks4","2167","1","2022-09-29T15:55:57.069Z","97","89","92"
"159.138.43.96","elite","AS136907","HK","Huawei International Pte. Ltd.","254","Huawei Cloud Service","1080","socks5","4553","1","2022-09-29T15:55:49.503Z","100","91","91"
"207.180.213.101","elite","AS51167","DE","Contabo GmbH","15","Contabo GmbH","7497","socks5","5056","1","2022-09-29T15:55:49.514Z","100","59","59"
"103.47.93.241","elite","AS134058","IN","Broban Internet Services Pvt.ltd","222","Broban  PVT Ltd.","1080","socks4","5063","2","2022-09-29T15:55:45.557Z","100","107","107"
"200.54.28.123","elite","AS16629","CL","TEEMSR-LACNIC","205","Indap Talca Internet","5678","socks4","4609","1","2022-09-29T15:55:41.654Z","100","53","53"
"68.56.182.254","elite","AS7922","US","Comcast Cable Communications, LLC","106","Comcast Cable Communications, Inc.","9314","socks4","4422","1","2022-09-29T15:55:41.648Z","99","93","94"
"221.217.161.43","elite","AS4808","CN","China Unicom Beijing Province Network","266","N/A","7890","http","389","7696","2022-09-29T15:55:37.899Z","100","13","13"
"138.68.19.47","elite","AS14061","US","DigitalOcean, LLC","150","Digital Ocean","7497","socks5","4619","1","2022-09-29T15:55:34.128Z","99","106","107"
"181.119.67.6","elite","AS52468","CO","IFX Networks Argentina S.R.L","161","UFINET COLOMBIA, S. A","5678","socks4","4996","1","2022-09-29T15:55:34.127Z","100","95","95"
"178.159.42.76","elite","AS204601","NL","Zomro B.V.","17","Zomro B.V","14300","socks5","4152","1","2022-09-29T15:55:26.413Z","99","95","96"
"1.57.21.59","elite","AS4837","CN","China Unicom Heilongjiang Province Network","308","N/A","7302","socks5","4898","1","2022-09-29T15:55:26.415Z","99","73","74"
"213.157.243.196","elite","AS21283","SI","A1 Slovenija","41","A1 Slovenija telekomunikacijske storitve, d.d.","5678","socks4","5462","1","2022-09-29T15:55:22.682Z","96","91","95"
"38.113.171.1","elite","AS174","CA","Cogent Communications","92","eTor Networks","31596","socks4","2772","1","2022-09-29T15:55:18.979Z","99","106","107"
"37.1.211.58","elite","AS29802","US","DARL-TELECOM","95","ISPIRIA Networks Ltd","1080","socks4","4890","1","2022-09-29T15:55:18.982Z","100","75","75"
"105.213.86.52","elite","AS16637","ZA","MTN SA","187","MTN SA","5678","socks4","4515","1","2022-09-29T15:55:15.244Z","98","63","64"
"168.197.28.220","elite","AS264985","BR","silva souza comercio e serviço de informatica ltda","258","silva souza comercio e serviço de informatica ltda","4145","socks4","4770","1","2022-09-29T15:55:11.564Z","94","101","108"
"128.201.101.90","elite","AS266624","BR","Conexao VIP Telecom","187","Conexao VIP Telecom","6666","socks5","4559","1","2022-09-29T15:55:07.557Z","100","107","107"
"92.242.255.26","elite","AS44377","HR","Magic Net d.o.o","90","N/A","31024","socks4","4965","1","2022-09-29T15:55:07.560Z","99","103","104"
"102.66.225.177","elite","AS328471","ZA","HERO TELECOMS (PTY) LTD","227","Herotel","5678","socks4","4458","1","2022-09-29T15:55:03.344Z","59","57","96"
"117.102.90.67","elite","AS17451","ID","BIZNET","185","N/A","5678","socks4","4998","1","2022-09-29T15:55:03.343Z","100","70","70"
"177.184.67.57","elite","AS52898","BR","Multipla Serviços Inteligentes","256","Multipla Serviços Inteligentes","4145","socks4","5110","1","2022-09-29T15:55:03.342Z","100","107","107"
"185.181.182.117","elite","AS206596","IR","Computer Research Center of Islamic Sciences","86","NoorIDC3","8085","http","4890","1137","2022-09-29T15:54:59.723Z","100","107","107"
"177.105.68.192","elite","AS262637","BR","Netprimus Tecnologia Ltda","223","Netprimus Tecnologia Ltda","4153","socks4","3038","1","2022-09-29T15:54:59.720Z","100","105","105"
"120.136.21.230","elite","AS131314","CN","China Broadband Communications (Hong Kong) Company Limited","256","Beijing Tian Wei Xin Tong technology corp. limited","10116","socks4","5028","1","2022-09-29T15:54:55.908Z","95","100","105"
"85.89.184.87","elite","AS16342","PL","TOYA Sp. z o.o.","34","Toya:net","5678","socks4","5024","1","2022-09-29T15:54:52.141Z","100","107","107"
"194.87.58.16","elite","AS208685","NL","Serverius Holding B.V.","1","VictoryWillbeours","80","socks4","5124","1","2022-09-29T15:54:52.142Z","100","82","82"
"45.8.107.142","elite","AS209242","DE","Cloudflare London","1","Araxio Development N.V","80","socks4","3195","1","2022-09-29T15:54:52.144Z","100","51","51"
"182.253.109.182","elite","AS17451","ID","Biznet Metronet","208","N/A","8080","socks4","5075","1","2022-09-29T15:54:44.613Z","98","49","50"
"143.208.152.157","anonymous","AS265130","BR","ultraconexão soluçoes eireli","201","ultraconexão soluçoes eireli","3180","http","3684","7857","2022-09-29T15:54:40.779Z","100","3","3"
"103.134.220.49","elite","AS138810","ID","PT GLOBAL MEDIA PRATAMA SOLUSINDO","183","N/A","8080","socks5","5410","1","2022-09-29T15:54:40.782Z","94","79","84"
"203.24.109.230","elite","AS209242","BZ","Cloudflare London","2","Umpire Associates LTD","80","socks4","4716","1","2022-09-29T15:54:40.776Z","100","95","95"
"177.131.29.210","elite","AS262378","BR","Compuservice Empreendimentos Ltda","224","Compuservice Empreendimentos Ltda","4153","socks4","5128","1","2022-09-29T15:54:36.969Z","99","84","85"
"185.119.90.32","elite","AS12459","RS","Netops Ltd.","29","United Internet Ltd.","7497","socks5","5100","1","2022-09-29T15:54:36.972Z","99","81","82"
"113.162.84.128","elite","AS45899","VN","VietNam Post and Telecom Corporation","231","Vietnam Posts and Telecommunications Group","1080","socks4","4943","1","2022-09-29T15:54:25.406Z","96","50","52"
"146.145.199.122","elite","AS7029","US","Windstream Communications LLC","87","Colo16","8080","socks5","2903","1","2022-09-29T15:54:25.390Z","100","25","25"
"113.218.241.187","elite","AS4134","CN","Chinanet","262","Chinanet HN","7890","socks4","4698","1","2022-09-29T15:54:25.391Z","48","34","71"
"174.108.154.2","elite","AS11426","US","Spectrum","106","Fastlink Communications","32940","socks4","5076","1","2022-09-29T15:54:21.461Z","99","95","96"
"110.77.184.98","elite","AS131090","TH","CAT-BB","176","N/A","4145","socks4","4484","1","2022-09-29T15:54:17.803Z","86","69","80"
"51.38.238.251","elite","AS16276","FR","OVH SAS","6","OVH","14899","socks4","4979","1","2022-09-29T15:54:14.084Z","100","93","93"
"187.103.74.137","elite","AS52965","BR","1telecom Servicos De Tecnologia EM Internet Ltda","175","1telecom Servicos De Tecnologia EM Internet Ltda","5678","socks4","4972","1","2022-09-29T15:54:14.066Z","99","74","75"
"217.66.223.125","elite","AS24631","IR","Tose'h Fanavari Ertebabat Pasargad Arian Co. PJS","136","Fanaptelecom Network","5678","socks4","4914","1","2022-09-29T15:54:10.406Z","86","80","93"
"5.172.188.93","elite","AS60279","PL","Gmina Miasta Elk","45","N/A","5678","socks4","2993","1","2022-09-29T15:54:10.401Z","100","107","107"
"104.255.170.68","elite","AS397373","US","H4Y Technologies LLC","154","N/A","50109","socks5","3024","1","2022-09-29T15:54:10.423Z","100","72","72"
"121.206.205.69","elite","AS4134","CN","Chinanet","290","Chinanet FJ","53309","socks4","4910","1","2022-09-29T15:54:06.456Z","65","34","52"
"104.20.24.214","elite","AS13335","CA","Cloudflare, Inc.","1","Cloudflare, Inc.","80","socks4","5092","1","2022-09-29T15:54:02.620Z","99","106","107"
"192.163.252.85","elite","AS46606","US","Unified Layer","130","Unified Layer","52119","socks5","4782","1","2022-09-29T15:53:59.009Z","100","86","86"
"45.180.10.197","anonymous","AS265592","MX","Kblex SA De CV","189","Kblex SA De CV","999","http","4906","1423","2022-09-29T15:53:59.000Z","100","107","107"
"41.60.233.192","elite","AS30844","KE","Maintainer Liquid Telecommunications Operations Limited","176","Liquid Telecommunications Operations Limited","8080","socks4","5090","1","2022-09-29T15:53:58.997Z","94","51","54"
"81.12.124.113","elite","AS42337","IR","Respina Networks & Beyond PJSC","128","Respina Networks","5678","socks4","4588","1","2022-09-29T15:53:54.969Z","93","99","107"
"41.139.16.114","elite","AS35091","GH","TELEDATAICT","118","N/A","1080","socks5","5041","1","2022-09-29T15:53:54.964Z","97","62","64"
"164.132.149.110","elite","AS16276","FR","OVH SAS","5","OVH","1088","socks4","3665","1","2022-09-29T15:53:51.194Z","97","104","107"
"85.194.243.237","elite","AS57367","PL","ECO-ATMAN","27","ATM S.A.","31189","socks4","4286","1","2022-09-29T15:53:51.201Z","100","107","107"
"49.48.47.72","elite","AS45629","TH","Triple T Broadband Public Company Limited","167","Triple T Broadband Public Company Limited","8080","socks4","5106","1","2022-09-29T15:53:47.362Z","92","86","93"
"103.53.63.94","elite","AS24554","IN","Fivenetwork Solution India Pvt Ltd Internet","127","Hi5 Broadband Pvt Ltd","5678","socks4","4695","1","2022-09-29T15:53:47.356Z","100","48","48"
"177.105.68.241","elite","AS262637","BR","Netprimus Tecnologia Ltda","219","Netprimus Tecnologia Ltda","4153","socks4","4437","1","2022-09-29T15:53:47.357Z","98","53","54"
"5.189.179.57","elite","AS51167","DE","Contabo GmbH","23","Contabo GmbH","57238","socks5","4811","3","2022-09-29T15:53:47.361Z","100","107","107"
"5.79.113.168","elite","AS60781","NL","LeaseWeb Netherlands B.V.","16","LeaseWeb Netherlands B.V.","3128","socks4","4466","1","2022-09-29T15:53:39.896Z","100","42","42"
"75.119.206.48","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","15745","socks4","4929","1","2022-09-29T15:53:39.883Z","100","86","86"
"69.245.21.126","elite","AS7922","US","Comcast Cable Communications, LLC","108","Comcast Cable Communications, Inc","80","socks4","2701","1","2022-09-29T15:53:32.185Z","100","52","52"
"69.163.166.93","elite","AS26347","US","New Dream Network, LLC","151","New Dream Network, LLC","62764","socks5","1477","1","2022-09-29T15:53:32.187Z","100","81","81"
"46.227.37.137","elite","AS51155","PL","Telemedian - TB Telecom","35","Telemedian","1088","socks4","5064","1","2022-09-29T15:53:32.186Z","100","72","72"
"87.249.212.26","elite","AS41925","RU","IZet-Telecom Ural","65","N/A","4145","socks4","5033","1","2022-09-29T15:53:28.547Z","100","107","107"
"41.206.56.58","elite","AS15808","KE","ACCESSKENYA","179","N/A","5678","socks4","3985","1","2022-09-29T15:53:28.546Z","91","95","104"
"78.90.19.79","elite","AS35141","BG","A1 Bulgaria EAD","36","Nadevda Megalan","63246","socks5","4475","1","2022-09-29T15:53:24.818Z","100","74","74"
"197.245.36.213","elite","AS11845","ZA","Vox Telecom","180","Vox Telecom (Pty) Ltd","5678","socks4","5014","1","2022-09-29T15:53:21.077Z","96","103","107"
"80.78.23.49","elite","AS39287","SE","ab stract","32","ab stract","1080","socks5","4982","1","2022-09-29T15:53:17.442Z","95","71","75"
"103.102.25.22","elite","AS136710","IN","Srushti Broadband And Internet Services Pvt. Ltd","142","Srushti Broadband And  Pvt. Ltd.","5678","socks4","4701","1","2022-09-29T15:53:12.912Z","99","106","107"
"81.68.156.53","elite","AS45090","NL","EuroNet Internet","243","Euronet Communications B.V.","2080","socks5","4915","1","2022-09-29T15:53:12.914Z","95","91","96"
"217.198.181.50","elite","AS48031","UA","PE Ivanov Vitaliy Sergeevich","56","Proline IT Ltd","49582","socks4","5056","1","2022-09-29T15:53:09.138Z","100","51","51"
"80.210.58.174","elite","AS58224","IR","TIC","82","Telecommunication Company of Tehran","5678","socks5","4887","1","2022-09-29T15:53:09.135Z","79","77","97"
"192.99.221.162","elite","AS16276","US","OVH Hosting","92","N/A","1080","socks5","3129","1","2022-09-29T15:53:05.304Z","96","104","108"
"27.131.179.207","anonymous","AS24187","TH","KIRZ Company Limited","187","KIRZ Company Limited","10443","http","4592","7530","2022-09-29T15:53:01.307Z","98","54","55"
"36.94.234.177","elite","AS7713","ID","PT. Telekomunikasi Indonesia","194","Telekomunikasi Indonesia","5678","socks4","4734","1","2022-09-29T15:52:57.679Z","100","54","54"
